gvkey,fqtr,fyearq,datadate,fdateq,atq,ltq,isin,sedol,conm,sector
221708,1,2017,31/03/2017,28/08/2017,1318.833,722.83,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,4,2017,31/12/2017,28/03/2018,1634.455,1013.862,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,1,2018,31/03/2018,21/08/2018,1761.635,1147.698,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,4,2018,31/12/2018,26/03/2019,1399.983,704.204,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,1,2019,31/03/2019,21/08/2019,1468.534,840.705,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,4,2019,31/12/2019,26/03/2020,673.412,110.705,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,1,2020,31/03/2020,27/08/2020,640.753,129.69,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,4,2020,31/12/2020,26/03/2021,657.349,123.663,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,1,2021,31/03/2021,26/08/2021,866.497,255.664,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,4,2021,31/12/2021,29/03/2022,994.002,260.757,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,1,2022,31/03/2022,24/08/2022,904.533,244.983,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,4,2022,31/12/2022,15/03/2023,812.253,153.376,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
221708,1,2023,31/03/2023,17/08/2023,793.533,133.527,HK0716002271,6807658,SINGAMAS CONTAINER HLDGS LTD,Industrials
243011,1,2017,31/03/2017,10/08/2017,262491,109796,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,4,2017,31/12/2017,08/03/2018,263768,97342,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,1,2018,31/03/2018,09/08/2018,262814,94396,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,4,2018,31/12/2018,07/03/2019,274687,94068,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,1,2019,31/03/2019,08/08/2019,282716,102192,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,4,2019,31/12/2019,05/03/2020,289214,102416,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,1,2020,31/03/2020,06/08/2020,287615,107594,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,4,2020,31/12/2020,11/03/2021,290574,113593,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,1,2021,31/03/2021,12/08/2021,295563,121891,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,4,2021,31/12/2021,10/03/2022,292082,112045,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,1,2022,31/03/2022,11/08/2022,292294,114366,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,4,2022,31/12/2022,09/03/2023,327081,147169,HK0066009694,6290054,MTR CORP LTD,Industrials
243011,1,2023,31/03/2023,10/08/2023,341726,164065,HK0066009694,6290054,MTR CORP LTD,Industrials
274587,1,2017,31/03/2017,22/08/2017,540.849,202.733,HK0536032532,B0MSY10,TRADELINK ELECTR COMMERCE LTD,Industrials
274587,4,2017,31/12/2017,23/03/2018,561.924,207.514,HK0536032532,B0MSY10,TRADELINK ELECTR COMMERCE LTD,Industrials
274587,1,2018,31/03/2018,27/08/2018,535.768,204.882,HK0536032532,B0MSY10,TRADELINK ELECTR COMMERCE LTD,Industrials
274587,4,2018,31/12/2018,26/03/2019,552.602,201.845,HK0536032532,B0MSY10,TRADELINK ELECTR COMMERCE LTD,Industrials
274587,1,2019,31/03/2019,27/08/2019,554.221,205.169,HK0536032532,B0MSY10,TRADELINK ELECTR COMMERCE LTD,Industrials
274587,4,2019,31/12/2019,24/03/2020,592.293,221.366,HK0536032532,B0MSY10,TRADELINK ELECTR COMMERCE LTD,Industrials
274587,1,2020,31/03/2020,25/08/2020,551.697,212.073,HK0536032532,B0MSY10,TRADELINK ELECTR COMMERCE LTD,Industrials
274587,4,2020,31/12/2020,23/03/2021,586.245,201.918,HK0536032532,B0MSY10,TRADELINK ELECTR COMMERCE LTD,Industrials
274587,1,2021,31/03/2021,24/08/2021,542.91,184.284,HK0536032532,B0MSY10,TRADELINK ELECTR COMMERCE LTD,Industrials
274587,4,2021,31/12/2021,22/03/2022,564.53,185.9,HK0536032532,B0MSY10,TRADELINK ELECTR COMMERCE LTD,Industrials
274587,1,2022,31/03/2022,23/08/2022,524.589,183.719,HK0536032532,B0MSY10,TRADELINK ELECTR COMMERCE LTD,Industrials
274587,4,2022,31/12/2022,20/03/2023,532.561,168.148,HK0536032532,B0MSY10,TRADELINK ELECTR COMMERCE LTD,Industrials
274587,1,2023,31/03/2023,22/08/2023,510.613,165.985,HK0536032532,B0MSY10,TRADELINK ELECTR COMMERCE LTD,Industrials
277006,1,2017,31/03/2017,30/08/2017,501087.442,368034.142,HK0656038673,B1Z7FX0,FOSUN INTERNATIONAL LTD,Industrials
277006,4,2017,31/12/2017,27/03/2018,533788.054,397375.773,HK0656038673,B1Z7FX0,FOSUN INTERNATIONAL LTD,Industrials
277006,1,2018,31/03/2018,28/08/2018,564292.114,427109.425,HK0656038673,B1Z7FX0,FOSUN INTERNATIONAL LTD,Industrials
277006,4,2018,31/12/2018,26/03/2019,638883.838,478442.815,HK0656038673,B1Z7FX0,FOSUN INTERNATIONAL LTD,Industrials
277006,1,2019,31/03/2019,27/08/2019,681510.106,511689.007,HK0656038673,B1Z7FX0,FOSUN INTERNATIONAL LTD,Industrials
277006,4,2019,31/12/2019,31/03/2020,715681.196,534756.98,HK0656038673,B1Z7FX0,FOSUN INTERNATIONAL LTD,Industrials
277006,1,2020,31/03/2020,27/08/2020,744985.612,568531.059,HK0656038673,B1Z7FX0,FOSUN INTERNATIONAL LTD,Industrials
277006,4,2020,31/12/2020,30/03/2021,767680.601,574593.974,HK0656038673,B1Z7FX0,FOSUN INTERNATIONAL LTD,Industrials
277006,1,2021,31/03/2021,24/08/2021,778856.141,585877.068,HK0656038673,B1Z7FX0,FOSUN INTERNATIONAL LTD,Industrials
277006,4,2021,31/12/2021,23/03/2022,806372.141,603158.243,HK0656038673,B1Z7FX0,FOSUN INTERNATIONAL LTD,Industrials
277006,1,2022,31/03/2022,30/08/2022,849685.331,651156.587,HK0656038673,B1Z7FX0,FOSUN INTERNATIONAL LTD,Industrials
277006,4,2022,31/12/2022,29/03/2023,823146.064,623516.249,HK0656038673,B1Z7FX0,FOSUN INTERNATIONAL LTD,Industrials
277006,1,2023,31/03/2023,30/08/2023,834874.896,629508.992,HK0656038673,B1Z7FX0,FOSUN INTERNATIONAL LTD,Industrials
287427,1,2017,31/03/2017,30/08/2017,58255.156,34597.168,HK3808041546,B296ZH4,SINOTRUK (HONG KONG) LTD,Industrials
287427,4,2017,31/12/2017,23/03/2018,61183.016,35752.305,HK3808041546,B296ZH4,SINOTRUK (HONG KONG) LTD,Industrials
287427,1,2018,31/03/2018,30/08/2018,67061.03,40889.287,HK3808041546,B296ZH4,SINOTRUK (HONG KONG) LTD,Industrials
287427,4,2018,31/12/2018,27/03/2019,61680.411,33352.559,HK3808041546,B296ZH4,SINOTRUK (HONG KONG) LTD,Industrials
287427,1,2019,31/03/2019,30/08/2019,66283.676,36897.164,HK3808041546,B296ZH4,SINOTRUK (HONG KONG) LTD,Industrials
287427,4,2019,31/12/2019,31/03/2020,65950.512,35522.641,HK3808041546,B296ZH4,SINOTRUK (HONG KONG) LTD,Industrials
287427,1,2020,31/03/2020,28/08/2020,89845.493,58381.631,HK3808041546,B296ZH4,SINOTRUK (HONG KONG) LTD,Industrials
287427,4,2020,31/12/2020,31/03/2021,111008.261,75328.854,HK3808041546,B296ZH4,SINOTRUK (HONG KONG) LTD,Industrials
287427,1,2021,31/03/2021,27/08/2021,124376.493,81849.009,HK3808041546,B296ZH4,SINOTRUK (HONG KONG) LTD,Industrials
287427,4,2021,31/12/2021,31/03/2022,107019.934,64251.847,HK3808041546,B296ZH4,SINOTRUK (HONG KONG) LTD,Industrials
287427,1,2022,31/03/2022,31/08/2022,101339.498,58796.699,HK3808041546,B296ZH4,SINOTRUK (HONG KONG) LTD,Industrials
287427,4,2022,31/12/2022,30/03/2023,105478.517,62509.94,HK3808041546,B296ZH4,SINOTRUK (HONG KONG) LTD,Industrials
287427,1,2023,31/03/2023,30/08/2023,112303.85,67587.756,HK3808041546,B296ZH4,SINOTRUK (HONG KONG) LTD,Industrials
103377,1,2018,30/06/2018,25/07/2019,7210.155,5079.6,HK0040000298,6375735,GOLD PEAK TECHNOLOGY GROUP L,Information Technology
103377,4,2018,31/03/2019,13/12/2019,7311.248,5080.993,HK0040000298,6375735,GOLD PEAK TECHNOLOGY GROUP L,Information Technology
103377,1,2019,30/06/2019,30/07/2020,7315.548,5059.011,HK0040000298,6375735,GOLD PEAK TECHNOLOGY GROUP L,Information Technology
103377,4,2019,31/03/2020,15/12/2020,7246.95,5131.205,HK0040000298,6375735,GOLD PEAK TECHNOLOGY GROUP L,Information Technology
103377,1,2020,30/06/2020,29/07/2021,7624.929,5353.171,HK0040000298,6375735,GOLD PEAK TECHNOLOGY GROUP L,Information Technology
103377,4,2020,31/03/2021,14/12/2021,9054.826,6279.993,HK0040000298,6375735,GOLD PEAK TECHNOLOGY GROUP L,Information Technology
103377,1,2021,30/06/2021,14/12/2021,8798.107,6182.492,HK0040000298,6375735,GOLD PEAK TECHNOLOGY GROUP L,Information Technology
103377,4,2021,31/03/2022,28/07/2022,9048.115,6156.152,HK0040000298,6375735,GOLD PEAK TECHNOLOGY GROUP L,Information Technology
103377,1,2022,30/06/2022,13/12/2022,8443.646,5737.588,HK0040000298,6375735,GOLD PEAK TECHNOLOGY GROUP L,Information Technology
103377,4,2022,31/03/2023,29/05/2023,8268.065,5545.303,HK0040000298,6375735,GOLD PEAK TECHNOLOGY GROUP L,Information Technology
107225,4,2016,31/03/2017,25/05/2017,27185.974,23090.752,HK0992009065,6218089,LENOVO GROUP LTD,Information Technology
107225,1,2017,30/06/2017,02/11/2017,26626.813,22448.722,HK0992009065,6218089,LENOVO GROUP LTD,Information Technology
107225,4,2017,31/03/2018,24/05/2018,28494.171,23948.183,HK0992009065,6218089,LENOVO GROUP LTD,Information Technology
107225,1,2018,30/06/2018,08/11/2018,31311.358,26973.24,HK0992009065,6218089,LENOVO GROUP LTD,Information Technology
107225,4,2018,31/03/2019,23/05/2019,29988.485,25891.422,HK0992009065,6218089,LENOVO GROUP LTD,Information Technology
107225,1,2019,30/06/2019,07/11/2019,32411.553,28154.828,HK0992009065,6218089,LENOVO GROUP LTD,Information Technology
107225,4,2019,31/03/2020,20/05/2020,32128.167,28068.872,HK0992009065,6218089,LENOVO GROUP LTD,Information Technology
107225,1,2020,30/06/2020,03/11/2020,33494.982,29264.676,HK0992009065,6218089,LENOVO GROUP LTD,Information Technology
107225,4,2020,31/03/2021,27/05/2021,37990.631,34380.098,HK0992009065,6218089,LENOVO GROUP LTD,Information Technology
107225,1,2021,30/06/2021,04/11/2021,40460.633,36300.576,HK0992009065,6218089,LENOVO GROUP LTD,Information Technology
107225,4,2021,31/03/2022,26/05/2022,44510.444,39115.743,HK0992009065,6218089,LENOVO GROUP LTD,Information Technology
107225,1,2022,30/06/2022,03/11/2022,44248.498,38663.4,HK0992009065,6218089,LENOVO GROUP LTD,Information Technology
107225,4,2022,31/03/2023,24/05/2023,38920.057,32873.036,HK0992009065,6218089,LENOVO GROUP LTD,Information Technology
107225,1,2023,30/06/2023,16/11/2023,37924.369,32067.389,HK0992009065,6218089,LENOVO GROUP LTD,Information Technology
203855,1,2017,31/03/2017,30/08/2017,1787.819,913.65,HK0000434156,BF0XJ51,GOLDEN CENTURY INTERNATIONAL,Information Technology
203855,4,2017,31/12/2017,28/03/2018,1348.896,746.669,HK0000434156,BF0XJ51,GOLDEN CENTURY INTERNATIONAL,Information Technology
203855,1,2018,31/03/2018,27/08/2018,1272.189,749.004,HK0000434156,BF0XJ51,GOLDEN CENTURY INTERNATIONAL,Information Technology
203855,4,2018,31/12/2018,29/03/2019,690.821,652.371,HK0000434156,BF0XJ51,GOLDEN CENTURY INTERNATIONAL,Information Technology
203855,1,2019,31/03/2019,26/08/2019,237.968,509.34,HK0000434156,BF0XJ51,GOLDEN CENTURY INTERNATIONAL,Information Technology
203855,4,2019,31/12/2019,01/04/2020,190.954,518.688,HK0000434156,BF0XJ51,GOLDEN CENTURY INTERNATIONAL,Information Technology
203855,1,2020,31/03/2020,26/08/2020,282.102,642.679,HK0000434156,BF0XJ51,GOLDEN CENTURY INTERNATIONAL,Information Technology
203855,4,2020,31/12/2020,26/03/2021,361.908,745.016,HK0000434156,BF0XJ51,GOLDEN CENTURY INTERNATIONAL,Information Technology
203855,1,2021,31/03/2021,27/08/2021,499.37,764.691,HK0000434156,BF0XJ51,GOLDEN CENTURY INTERNATIONAL,Information Technology
203855,4,2021,31/12/2021,25/03/2022,366.232,341.48,HK0000434156,BF0XJ51,GOLDEN CENTURY INTERNATIONAL,Information Technology
203855,1,2022,31/03/2022,26/08/2022,311.599,324.419,HK0000434156,BF0XJ51,GOLDEN CENTURY INTERNATIONAL,Information Technology
203855,4,2022,31/12/2022,31/03/2023,124.383,250.739,HK0000434156,BF0XJ51,GOLDEN CENTURY INTERNATIONAL,Information Technology
203855,1,2023,31/03/2023,25/08/2023,89.929,242.809,HK0000434156,BF0XJ51,GOLDEN CENTURY INTERNATIONAL,Information Technology
208266,1,2017,31/03/2017,31/08/2017,450.158,93.558,HK0000900701,BQZDHH1,ELATE HOLDINGS LTD,Information Technology
208266,4,2017,31/12/2017,29/03/2018,444.255,80.31,HK0000900701,BQZDHH1,ELATE HOLDINGS LTD,Information Technology
208266,1,2018,31/03/2018,31/08/2018,443.257,63.733,HK0000900701,BQZDHH1,ELATE HOLDINGS LTD,Information Technology
208266,4,2018,31/12/2018,01/04/2019,426.456,59.627,HK0000900701,BQZDHH1,ELATE HOLDINGS LTD,Information Technology
208266,1,2019,31/03/2019,30/08/2019,421.206,49.067,HK0000900701,BQZDHH1,ELATE HOLDINGS LTD,Information Technology
208266,4,2019,31/12/2019,31/03/2020,412.34,42.963,HK0000900701,BQZDHH1,ELATE HOLDINGS LTD,Information Technology
208266,1,2020,31/03/2020,28/08/2020,397.495,22.19,HK0000900701,BQZDHH1,ELATE HOLDINGS LTD,Information Technology
208266,4,2020,31/12/2020,29/03/2021,399.067,16.642,HK0000900701,BQZDHH1,ELATE HOLDINGS LTD,Information Technology
208266,1,2021,31/03/2021,30/08/2021,408.69,21.941,HK0000900701,BQZDHH1,ELATE HOLDINGS LTD,Information Technology
208266,4,2021,31/12/2021,30/03/2022,407.854,19.984,HK0000900701,BQZDHH1,ELATE HOLDINGS LTD,Information Technology
208266,1,2022,31/03/2022,30/08/2022,414.926,28.721,HK0000900701,BQZDHH1,ELATE HOLDINGS LTD,Information Technology
208266,4,2022,31/12/2022,30/03/2023,409.142,23.97,HK0000900701,BQZDHH1,ELATE HOLDINGS LTD,Information Technology
208266,1,2023,31/03/2023,30/08/2023,412.349,24.877,HK0000900701,BQZDHH1,ELATE HOLDINGS LTD,Information Technology
220407,1,2017,31/03/2017,25/08/2017,13453.142,5019.26,HK0031044180,6215875,CHINA AEROSPACE INTL HLDGS,Information Technology
220407,4,2017,31/12/2017,23/03/2018,14575.108,5368.896,HK0031044180,6215875,CHINA AEROSPACE INTL HLDGS,Information Technology
220407,1,2018,31/03/2018,28/08/2018,14449.712,5242.712,HK0031044180,6215875,CHINA AEROSPACE INTL HLDGS,Information Technology
220407,4,2018,31/12/2018,24/03/2019,14319.28,5138.913,HK0031044180,6215875,CHINA AEROSPACE INTL HLDGS,Information Technology
220407,1,2019,31/03/2019,23/08/2019,14495.595,5188.916,HK0031044180,6215875,CHINA AEROSPACE INTL HLDGS,Information Technology
220407,4,2019,31/12/2019,31/03/2020,14705.271,5324.285,HK0031044180,6215875,CHINA AEROSPACE INTL HLDGS,Information Technology
220407,1,2020,31/03/2020,27/08/2020,14392.878,5066.95,HK0031044180,6215875,CHINA AEROSPACE INTL HLDGS,Information Technology
220407,4,2020,31/12/2020,30/03/2021,16116.764,5831.026,HK0031044180,6215875,CHINA AEROSPACE INTL HLDGS,Information Technology
220407,1,2021,31/03/2021,27/08/2021,16630.454,6049.531,HK0031044180,6215875,CHINA AEROSPACE INTL HLDGS,Information Technology
220407,4,2021,31/12/2021,31/03/2022,16869.162,6026.396,HK0031044180,6215875,CHINA AEROSPACE INTL HLDGS,Information Technology
220407,1,2022,31/03/2022,30/08/2022,15800.952,5611.203,HK0031044180,6215875,CHINA AEROSPACE INTL HLDGS,Information Technology
220407,4,2022,31/12/2022,24/03/2023,15265.828,5481.165,HK0031044180,6215875,CHINA AEROSPACE INTL HLDGS,Information Technology
220407,1,2023,31/03/2023,25/08/2023,14495.698,5115.328,HK0031044180,6215875,CHINA AEROSPACE INTL HLDGS,Information Technology
287707,1,2017,31/03/2017,28/08/2017,22753.371,9824.667,HK0285041858,B29SHS5,BYD ELECTRONIC INTL CO LTD,Information Technology
287707,4,2017,31/12/2017,27/03/2018,25386.326,11195.013,HK0285041858,B29SHS5,BYD ELECTRONIC INTL CO LTD,Information Technology
287707,1,2018,31/03/2018,29/08/2018,25145.746,10372.438,HK0285041858,B29SHS5,BYD ELECTRONIC INTL CO LTD,Information Technology
287707,4,2018,31/12/2018,27/03/2019,26051.172,10225.84,HK0285041858,B29SHS5,BYD ELECTRONIC INTL CO LTD,Information Technology
287707,1,2019,31/03/2019,21/08/2019,25676.542,9713.191,HK0285041858,B29SHS5,BYD ELECTRONIC INTL CO LTD,Information Technology
287707,4,2019,31/12/2019,31/03/2020,28026.974,11037.501,HK0285041858,B29SHS5,BYD ELECTRONIC INTL CO LTD,Information Technology
287707,1,2020,31/03/2020,28/08/2020,34654.783,15359.139,HK0285041858,B29SHS5,BYD ELECTRONIC INTL CO LTD,Information Technology
287707,4,2020,31/12/2020,29/03/2021,37976.088,15703.795,HK0285041858,B29SHS5,BYD ELECTRONIC INTL CO LTD,Information Technology
287707,1,2021,31/03/2021,27/08/2021,37436.381,14066.149,HK0285041858,B29SHS5,BYD ELECTRONIC INTL CO LTD,Information Technology
287707,4,2021,31/12/2021,29/03/2022,41175.282,17148.179,HK0285041858,B29SHS5,BYD ELECTRONIC INTL CO LTD,Information Technology
287707,1,2022,31/03/2022,29/08/2022,44644.727,20216.895,HK0285041858,B29SHS5,BYD ELECTRONIC INTL CO LTD,Information Technology
287707,4,2022,31/12/2022,28/03/2023,56994.373,31359.304,HK0285041858,B29SHS5,BYD ELECTRONIC INTL CO LTD,Information Technology
287707,1,2023,31/03/2023,28/08/2023,59726.098,32921.459,HK0285041858,B29SHS5,BYD ELECTRONIC INTL CO LTD,Information Technology
201731,1,2017,31/03/2017,24/08/2017,3153.637,1750.135,HK0103000607,6302294,SHOUGANG CENTURY HOLDINGS,Materials
201731,4,2017,31/12/2017,22/03/2018,3444.076,2052.548,HK0103000607,6302294,SHOUGANG CENTURY HOLDINGS,Materials
201731,1,2018,31/03/2018,30/08/2018,3525.512,2154.693,HK0103000607,6302294,SHOUGANG CENTURY HOLDINGS,Materials
201731,4,2018,31/12/2018,22/03/2019,3414.467,2075.317,HK0103000607,6302294,SHOUGANG CENTURY HOLDINGS,Materials
201731,1,2019,31/03/2019,29/08/2019,3280.743,1912.844,HK0103000607,6302294,SHOUGANG CENTURY HOLDINGS,Materials
201731,4,2019,31/12/2019,24/03/2020,3143.918,1728.846,HK0103000607,6302294,SHOUGANG CENTURY HOLDINGS,Materials
201731,1,2020,31/03/2020,17/08/2020,2746.096,1349.877,HK0103000607,6302294,SHOUGANG CENTURY HOLDINGS,Materials
201731,4,2020,31/12/2020,22/03/2021,3371.907,1726.336,HK0103000607,6302294,SHOUGANG CENTURY HOLDINGS,Materials
201731,1,2021,31/03/2021,26/08/2021,3739.716,2020.293,HK0103000607,6302294,SHOUGANG CENTURY HOLDINGS,Materials
201731,4,2021,31/12/2021,25/03/2022,3973.724,2240.778,HK0103000607,6302294,SHOUGANG CENTURY HOLDINGS,Materials
201731,1,2022,31/03/2022,26/08/2022,3769.87,2064.826,HK0103000607,6302294,SHOUGANG CENTURY HOLDINGS,Materials
201731,4,2022,31/12/2022,24/03/2023,3327.43,1669.687,HK0103000607,6302294,SHOUGANG CENTURY HOLDINGS,Materials
201731,1,2023,31/03/2023,23/08/2023,3202.113,1540.15,HK0103000607,6302294,SHOUGANG CENTURY HOLDINGS,Materials
203197,1,2017,31/03/2017,29/08/2017,3582.937,817.225,HK0450001869,6445014,HUNG HING PRTG GRP LTD,Materials
203197,4,2017,31/12/2017,20/03/2018,4543.812,728.79,HK0450001869,6445014,HUNG HING PRTG GRP LTD,Materials
203197,1,2018,31/03/2018,28/08/2018,4269.142,774.465,HK0450001869,6445014,HUNG HING PRTG GRP LTD,Materials
203197,4,2018,31/12/2018,22/03/2019,4066.243,668.328,HK0450001869,6445014,HUNG HING PRTG GRP LTD,Materials
203197,1,2019,31/03/2019,28/08/2019,4102.042,757.827,HK0450001869,6445014,HUNG HING PRTG GRP LTD,Materials
203197,4,2019,31/12/2019,24/03/2020,3921.676,593.995,HK0450001869,6445014,HUNG HING PRTG GRP LTD,Materials
203197,1,2020,31/03/2020,25/08/2020,3869.245,640.035,HK0450001869,6445014,HUNG HING PRTG GRP LTD,Materials
203197,4,2020,31/12/2020,24/03/2021,4140.053,752.045,HK0450001869,6445014,HUNG HING PRTG GRP LTD,Materials
203197,1,2021,31/03/2021,24/08/2021,4351.952,1016.499,HK0450001869,6445014,HUNG HING PRTG GRP LTD,Materials
203197,4,2021,31/12/2021,24/03/2022,4304.95,957.814,HK0450001869,6445014,HUNG HING PRTG GRP LTD,Materials
203197,1,2022,31/03/2022,23/08/2022,4234.383,1033.681,HK0450001869,6445014,HUNG HING PRTG GRP LTD,Materials
203197,4,2022,31/12/2022,22/03/2023,3985.148,795.098,HK0450001869,6445014,HUNG HING PRTG GRP LTD,Materials
203197,1,2023,31/03/2023,24/08/2023,3890.388,742.894,HK0450001869,6445014,HUNG HING PRTG GRP LTD,Materials
206833,1,2017,31/03/2017,29/08/2017,2908.572,368.57,HK1203033175,B0TP5P5,GDH GUANGNAN (HOLDINGS) LTD,Materials
206833,4,2017,31/12/2017,27/03/2018,3003.711,393.338,HK1203033175,B0TP5P5,GDH GUANGNAN (HOLDINGS) LTD,Materials
206833,1,2018,31/03/2018,29/08/2018,3112.354,473.999,HK1203033175,B0TP5P5,GDH GUANGNAN (HOLDINGS) LTD,Materials
206833,4,2018,31/12/2018,29/03/2019,2958.801,353.945,HK1203033175,B0TP5P5,GDH GUANGNAN (HOLDINGS) LTD,Materials
206833,1,2019,31/03/2019,30/08/2019,3010.351,404.53,HK1203033175,B0TP5P5,GDH GUANGNAN (HOLDINGS) LTD,Materials
206833,4,2019,31/12/2019,27/03/2020,3046.807,462.282,HK1203033175,B0TP5P5,GDH GUANGNAN (HOLDINGS) LTD,Materials
206833,1,2020,31/03/2020,21/08/2020,3196.686,627.023,HK1203033175,B0TP5P5,GDH GUANGNAN (HOLDINGS) LTD,Materials
206833,4,2020,31/12/2020,30/03/2021,3315.44,531.032,HK1203033175,B0TP5P5,GDH GUANGNAN (HOLDINGS) LTD,Materials
